"","cloud_cover","cloud_cover_anom","cloud_cover_lanom","lon","lat","month","is_land","resid","proj_x","proj_y","loc_ind"
"251",46.3709677419355,-10.8994703661034,-0.181089786416588,52.5,0.952368021011353,1,FALSE,-10.3976441021711,0.572867845433342,0.0130546246826355,251
"260",55.0483870967742,14.7560259856631,0.334623455907409,-118.125,33.3328018188477,1,FALSE,-1.91429772005441,-1.18343488540301,0.446937965851299,260
"280",42.2822580645161,-1.71066308243728,-0.0297543919572267,-121.875,2.85710000991821,1,FALSE,-14.020236789944,-1.36353672524742,0.0391582901112257,280
"283",76.2661290322581,15.8493519585253,0.274435759911786,-45,-8.57131004333496,1,TRUE,18.3587851182274,-0.506891472254513,-0.117325644629951,283
"296",36.1532258064516,-2.56604422683051,-0.0313470294893969,140.625,63.8078994750977,1,TRUE,-14.0166392028474,0.927417704373308,0.801845907564883,296
"301",42.0241935483871,-9.33531746031746,-0.17685285676267,-95.625,-8.57131004333496,1,FALSE,-12.0308247679145,-1.06550656412683,-0.117325644629951,301
"308",28.2983870967742,-22.5762416794675,-0.524505178553694,-11.25,12.3808002471924,1,TRUE,-18.0695197924661,-0.133464040063756,0.169206601261541,308
"309",67.6612903225806,-2.14797747055812,-0.0299479121463184,151.875,8.57131004333496,1,FALSE,12.3259690193081,1.6655005516934,0.117325644629951,309
"312",35.6693548387097,4.7508288530466,0.150778119259942,-78.75,-14.2854995727539,1,FALSE,-17.4047472204252,-0.868411834310149,-0.19504375364097,312
"313",62.2903225806452,12.1879240271377,0.319492160337469,-43.125,-19.9997005462646,1,TRUE,20.9052927664949,-0.471123212222563,-0.272010721825986,313
"333",38.4032258064516,-3.57023329493087,-0.0724134393869651,136.875,48.570499420166,1,TRUE,-3.14155131275703,1.16747110689077,0.634471339984409,333
"335",3.45967741935484,2.03934811827957,0.801432297910096,151.875,-79.0435028076172,1,TRUE,-18.7648636977415,0.579991795014773,-0.938295853885989,335
"349",81.6048387096774,8.15881496415771,0.110542663893805,-52.5,-2.85710000991821,1,TRUE,11.3224875199433,-0.593294605642008,-0.0391582901112257,349
"354",6.5,-17.1411738351254,-0.954873144650786,48.75,18.0949993133545,1,TRUE,-30.6315451720603,0.514862807463853,0.246457815464419,354
"359",40.7096774193548,10.8808771761393,0.342158928848723,129.375,-29.5233993530273,1,TRUE,5.39325639009508,1.30932026260449,-0.397782161106919,359
"363",68.6935483870968,28.6411482334869,0.734977268482452,24.375,-14.2854995727539,1,TRUE,20.3709368533411,0.255415245385338,-0.19504375364097,363
"376",64.0564516129032,-1.20492991551458,-0.0180543284695185,136.875,-46.6657981872559,1,FALSE,1.02941392415914,1.19456351534168,-0.611966828195635,376
"383",26.8145161290323,-15.9442220302099,-0.39047763058243,93.75,33.3328018188477,1,TRUE,-2.93292110039273,0.92252010751888,0.446937965851299,383
"386",64.0322580645161,37.7206525217614,1.14689259620048,31.875,-19.9997005462646,1,TRUE,22.6472282503659,0.330788638369034,-0.272010721825986,386
"391",36.6290322580645,5.58076516897082,0.244558528016417,-13.125,21.9043998718262,1,TRUE,3.74279540173091,-0.14917791023565,0.297446057231875,391
"395",46.4516129032258,-7.48827124935996,-0.13581311268048,-84.375,19.9997005462646,1,FALSE,-8.63790979217497,-0.912174730047942,0.272010721825986,395
"405",78.9193548387097,7.69505408346134,0.114106043050902,-123.75,19.9997005462646,1,FALSE,23.8298321433089,-1.33317845160853,0.272010721825986,405
"406",31.6935483870968,-18.9573620711726,-0.401644245862741,22.5,12.3808002471924,1,TRUE,-14.6743585021435,0.236128686266645,0.169206601261541,406
"407",60.5645161290323,-1.15563076036867,-0.00889301563066081,110.625,12.3808002471924,1,FALSE,5.54263427924398,1.2011763605738,0.169206601261541,407
"409",42.3145161290323,-6.78277969790066,-0.1293231369878,163.125,16.1902008056641,1,FALSE,-12.6328934659714,1.75760732817116,0.220797496835121,409
"424",30.0403225806452,-3.84410842293907,-0.0835292298627968,-140.625,0.952368021011353,1,FALSE,-26.7282892634614,-1.57278263018972,0.0130546246826355,424
"429",37.6693548387097,-18.8984815028162,-0.343651677621191,103.125,19.9997005462646,1,TRUE,2.85521125530416,1.09260489643105,0.272010721825986,429
"441",69.1854838709677,4.10911418330774,0.0625020550507447,30,-54.2845993041992,1,FALSE,4.71962860881992,0.230592246229253,-0.700051746609707,441
"448",34.7903225806452,-20.2887352790579,-0.43616582485984,-28.125,-25.7138996124268,1,FALSE,-19.0678931697559,-0.302742297571457,-0.34791916786841,448
"455",49.4435483870968,2.88186443932412,0.0641780553368472,112.5,-27.6186008453369,1,FALSE,-4.93393589020023,1.15015803926418,-0.372932224183756,455
"457",32,7.68504864311316,0.390447839219169,16.875,31.4281005859375,1,FALSE,-24.5910585926731,0.160505532434806,0.422454391047245,457
"458",71.2661290322581,9.15577156938044,0.138975941490751,88.125,-0.952368021011353,1,FALSE,14.649097717384,0.968667447732742,-0.0130546246826355,458
"462",66.9677419354839,3.59478846646186,0.0603791787048609,135,14.2854995727539,1,FALSE,12.0115671862768,1.46097520360413,0.19504375364097,462
"474",62.0887096774194,0.288527265745003,0.00680945781456366,5.625,-37.1422004699707,1,FALSE,3.55880731849101,0.0452462576738704,-0.495289214522328,474
"476",20.7661290322581,-3.29785426267281,0.028465686265378,16.875,18.0949993133545,1,TRUE,-16.3654161398022,0.171620935821284,0.246457815464419,476
"478",49.0322580645161,-1.72124295954941,-0.0300753011456143,-80.625,-31.4281005859375,1,FALSE,-6.7398329742837,-0.821410665989891,-0.422454391047245,478
"479",55.6612903225806,-4.05826132872504,-0.0666418550376919,110.625,-35.2374992370605,1,FALSE,-1.89681758251401,1.07495637208653,-0.471220420389993,479
"484",49.1612903225806,-1.95667562724014,-0.026850798129705,142.5,56.1893005371094,1,FALSE,-10.528004584396,1.08958222859757,0.721211883362576,484
"486",60.9274193548387,-4.14673579109063,-0.0597300617106695,-116.25,-35.2374992370605,1,FALSE,3.36931144974406,-1.14845766248561,-0.471220420389993,486
"487",71.2822580645161,13.3631432411674,0.210013276528623,13.125,67.6171035766602,1,FALSE,14.9701546578432,0.0735916397461227,0.839444157726797,487
"492",41.9596774193548,-9.56334165386585,-0.184798273396702,-71.25,16.1902008056641,1,FALSE,-12.9877321756488,-0.782287654735141,0.220797496835121,492
"501",72.1854838709677,4.04471966205837,0.0599474422675508,-43.125,44.761100769043,1,FALSE,13.0247196880341,-0.395589139234146,0.589166220976401,501
"503",65.6129032258064,5.28303731438812,0.0834984179606275,-166.875,-54.2845993041992,1,FALSE,1.14704796365862,-1.33148426048504,-0.700051746609707,503
"517",77.5564516129032,11.5843685995904,0.16477366336821,-86.25,0.952368021011353,1,FALSE,20.7878397687967,-0.968667447732742,0.0130546246826355,517
"520",21.241935483871,-16.6217597926267,-0.480244249288371,-125.625,-2.85710000991821,1,FALSE,-34.6086157983669,-1.40517143441528,-0.0391582901112257,520
"531",57.9596774193548,-0.617337109575011,-0.00648658784927836,-26.25,29.5233993530273,1,FALSE,1.71416393392392,-0.277155384054965,0.397782161106919,531
"533",68.8064516129032,32.5845734126984,0.722043221213846,120,-16.1902008056641,1,FALSE,15.8652418734899,1.2902666513164,-0.220797496835121,533
"534",76.1129032258064,16.2466237839222,0.313002276653473,-60,-16.1902008056641,1,TRUE,30.3898425433386,-0.660372695555639,-0.220797496835121,534
"535",47.6854838709677,-1.64395961341526,-0.0240727496686146,-125.625,-21.9043998718262,1,FALSE,-5.47844016021796,-1.34260119212085,-0.297446057231875,535
"573",57.5967741935484,4.99495487711214,0.0948950900053673,-71.25,29.5233993530273,1,FALSE,1.35126070811746,-0.735895330076975,0.397782161106919,573
"582",57.8225806451613,7.48299411162314,0.148173907235794,161.25,-19.9997005462646,1,FALSE,4.83925657752078,1.71408658063954,-0.272010721825986,582
"583",68.5403225806452,4.69996319764466,0.0720013134544626,106.875,-56.1893005371094,1,FALSE,4.25412863219149,0.815382727361093,-0.721211883362576,583
"593",68.5,10.0512272785458,0.167144952905726,7.5,-25.7138996124268,1,FALSE,14.641784249599,0.0683611639677484,-0.34791916786841,593
"611",64.3548387096774,0.537397593445988,0.00994854694067104,153.75,-56.1893005371094,1,FALSE,0.068644761223742,1.17617154477751,-0.721211883362576,611
"614",56.7661290322581,3.73514464925755,0.101055139549429,-91.875,-73.3307037353516,1,TRUE,25.4651011404847,-0.466566969819566,-0.891800640782173,614
"616",46.9193548387097,-5.71639944956477,-0.104503018372061,65.625,-65.7125015258789,1,FALSE,-11.7955095143836,0.410465458381701,-0.820892757196919,616
"619",56.6048387096774,-10.1306707629288,-0.154920575888203,170.625,58.0938987731934,1,FALSE,-2.85321330618686,1.264002172677,0.741990864122612,619
"628",60.4032258064516,0.289770545314902,0.00650222722714489,168.75,-4.76183986663818,1,FALSE,5.23703702380297,1.86061036113795,-0.0652454745879316,628
"644",55.0967741935484,-0.463032834101384,0.0119386947081628,-150,-23.8092002868652,1,FALSE,1.64214176441159,-1.58733087591831,-0.322753648959903,644
"647",16.3064516129032,-15.8982846902202,-0.561919487073227,99.375,37.1422004699707,1,TRUE,-15.3468803192719,0.950171411151278,0.495289214522328,647
"656",69.8709677419355,10.7560499871992,0.19039871618173,-108.75,82.8507995605469,1,FALSE,27.9974491505886,-0.319021172798836,0.965132736268758,656
"664",64.9677419354839,4.290573796723,0.0789875205505055,-178.125,29.5233993530273,1,FALSE,8.72222845005295,-1.82540270187925,0.397782161106919,664
"665",48.8548387096774,0.072009408602149,0.0161084054361891,151.875,-35.2374992370605,1,FALSE,-8.70326919541723,1.47921346928146,-0.471220420389993,665
"667",74.8548387096774,3.58693036354327,0.0526849437806609,120,-4.76183986663818,1,TRUE,9.01635551633874,1.32009785399173,-0.0652454745879316,667
"672",30.25,8.12272785458269,0.536978613825439,52.5,33.3328018188477,1,TRUE,0.502562770575013,0.512511170843822,0.446937965851299,672
"688",63.3790322580645,12.3985135048643,0.241753894208395,-163.125,-71.4262008666992,1,FALSE,12.7796446380504,-0.882730991393388,-0.874934656392894,688
"692",46.1209677419355,-12.2856758832565,-0.210170136669642,0,-8.57131004333496,1,FALSE,-7.93405057436615,-0.0103447239235615,-0.117325644629951,692
"699",54.5161290322581,-1.56233838965694,-0.0131020348480924,-123.75,52.3799018859863,1,TRUE,9.55997136667304,-1.01768910248793,0.678530115022615,699
"700",55.6532258064516,-0.164810547875064,0.0346461805915457,-11.25,-12.3808002471924,1,FALSE,2.34733051217926,-0.133464040063756,-0.169206601261541,700
"703",27.991935483871,-19.2551587301587,-0.493352837073501,20.625,50.4752006530762,1,TRUE,-15.3072578947857,0.164977509859821,0.656664412013138,703
"715",72.8548387096774,13.333056515617,0.219993362857859,110.625,59.9986000061035,1,TRUE,23.2030940300815,0.788701763942273,0.762371260174684,715
"719",18.9274193548387,-17.147697452637,-0.513425720612898,3.75,14.2854995727539,1,TRUE,-23.986381676935,0.0306498294462405,0.19504375364097,719
"721",20.8951612903226,14.9578997055812,1.39376540976347,155.625,-73.3307037353516,1,TRUE,-10.4058666014508,0.777611616365944,-0.891800640782173,721
"724",58.1129032258064,-2.17003808243728,-0.0327127440150328,151.875,42.8563995361328,1,FALSE,-0.737060260889499,1.38249935417528,0.56608417794399,724
"726",43.8709677419355,7.36170954941116,0.220895064325029,-133.125,-82.8507995605469,1,TRUE,30.1530462665659,-0.389914766754133,-0.965132736268758,726
"728",38.258064516129,-12.9278545826933,-0.258032310223828,67.5,8.57131004333496,1,FALSE,-17.0772567871435,0.734475398572866,0.117325644629951,728
"731",42.9677419354839,7.42576964925755,0.372175206626385,65.625,19.9997005462646,1,FALSE,-12.1217807599169,0.691648971135253,0.272010721825986,731
"733",47.6370967741936,4.98840725806452,0.12073006319979,41.25,-23.8092002868652,1,FALSE,-5.81753565494325,0.42394551344402,-0.322753648959903,733
"744",57.4435483870968,-6.17054531490015,-0.0986794297721039,103.125,-37.1422004699707,1,FALSE,-1.08635397183157,0.986368417290375,-0.495289214522328,744
"764",58.7661290322581,-3.28845846134153,-0.0386995965924948,46.875,0.952368021011353,1,FALSE,1.99751718815153,0.510373171386068,0.0130546246826355,764
"771",68.6290322580645,-0.89652137736816,-0.0118387125049946,103.125,-44.761100769043,1,FALSE,6.35734820681114,0.91743013141536,-0.589166220976401,771
"787",68.6290322580645,0.679113863287242,0.0116706503718138,-155.625,46.6657981872559,1,FALSE,9.20384371678955,-1.37580763491077,0.611966828195635,787
"798",53.7177419354839,20.3654185867896,0.539550547084662,150,-21.9043998718262,1,FALSE,0.553817904298177,1.58128584849789,-0.297446057231875,798
"804",52.5967741935484,0.116321044546851,0.0098689543006576,150,59.9986000061035,1,TRUE,2.94502951395242,1.0718254740754,0.762371260174684,804
"806",65.2903225806452,4.87153577828982,0.0778745762266606,-176.25,-54.2845993041992,1,FALSE,0.824467318497341,-1.40586885604286,-0.700051746609707,806
"812",64.6048387096774,-2.47422715053763,-0.0336407338681646,-142.5,48.570499420166,1,FALSE,4.97195481609477,-1.23188330589164,0.634471339984409,812
"816",66.6854838709677,10.4737695212494,0.172290207995284,174.375,-46.6657981872559,1,FALSE,3.65844618222365,1.52409827819456,-0.611966828195635,816
"822",63.258064516129,-9.14974398361495,-0.130510342655263,-121.875,25.7138996124268,1,FALSE,7.5982273709206,-1.27933035425358,0.34791916786841,822
"823",26.4516129032258,-18.2159482206861,-0.485951081457036,-13.125,-25.7138996124268,1,FALSE,-27.4066028471752,-0.146488208502318,-0.34791916786841,823
"839",56.2822580645161,10.1750912058372,0.224041323959728,-90,-2.85710000991821,1,FALSE,0.431706782278236,-1.00964169732061,-0.0391582901112257,839
"842",54.0725806451613,1.94676139272914,0.0573950601591866,-31.875,4.76183986663818,1,FALSE,-1.83752383150367,-0.363806495194571,0.0652454745879316,842
"854",55.3870967741936,8.76357846902202,0.186460819026512,114.375,77.1393966674805,1,FALSE,6.48518100857689,0.48336620197461,0.923542058827501,854
"855",48.6612903225806,2.28291090629801,0.0564143801025092,-135,4.76183986663818,1,FALSE,-7.24881415408431,-1.50719833723465,0.0652454745879316,855
"856",65.9112903225806,7.75627400153609,0.130309023684487,7.5,-4.76183986663818,1,FALSE,10.745101539932,0.0727612990389142,-0.0652454745879316,856
"858",63.4516129032258,3.23710477470559,0.0555336967349191,155.625,-4.76183986663818,1,FALSE,8.28542412057716,1.71508776306012,-0.0652454745879316,858
"860",61.1370967741936,0.457058051715315,0.00971279767667443,165,-8.57131004333496,1,FALSE,7.08207845789192,1.81032668662326,-0.117325644629951,860
"867",57.7983870967742,2.51479774705581,0.074625983877727,50.625,6.66657018661499,1,FALSE,2.20974026803756,0.549777273934435,0.09130486877474,867
"871",52.8306451612903,-2.10549955197133,-0.035307302158067,-56.25,8.57131004333496,1,FALSE,-2.50467614198225,-0.631028159337251,0.117325644629951,871
"875",3.50806451612903,2.119383640553,0.813195930399787,-11.25,-79.0435028076172,1,TRUE,-18.7164766009674,-0.0468316356223109,-0.938295853885989,875
"878",66.3225806451613,-4.774169546851,-0.0656177862282847,-133.125,29.5233993530273,1,FALSE,10.0770671597304,-1.36666275585724,0.397782161106919,878
"881",46.9677419354839,12.161240719406,0.356010536841854,-76.875,-19.9997005462646,1,FALSE,-6.01558213215663,-0.831983544988782,-0.272010721825986,881
"886",52.6129032258064,-3.14120423707118,-0.0449547830988526,-153.75,10.4760398864746,1,FALSE,-2.53442988057559,-1.7010121816626,0.143296420772171,886
"908",50.5322580645161,-1.24324756784434,-0.0118842647815036,-148.125,19.9997005462646,1,FALSE,-4.55726463088465,-1.5937998030508,0.272010721825986,908
"919",67.9516129032258,4.07824340757809,0.0697171169175803,0,-23.8092002868652,1,FALSE,14.496980474089,-0.00985919798707022,-0.322753648959903,919
"932",63.2822580645161,4.7648681515617,0.0801174488881129,-161.25,-31.4281005859375,1,FALSE,7.5101670257163,-1.63337983007185,-0.422454391047245,932
"934",58.1451612903226,4.994383640553,0.0988295664284742,168.75,27.6186008453369,1,FALSE,2.21117495746415,1.73006965569991,0.372932224183756,934
"935",48.5887096774194,-0.1159178187404,0.0234447181500728,159.375,-27.6186008453369,1,FALSE,-5.78877459987765,1.63341771962728,-0.372932224183756,935
"945",41.2338709677419,-9.40792690732207,-0.19515351169277,3.75,52.3799018859863,1,FALSE,-18.6027998955629,0.0229553932892014,0.678530115022615,945
"952",59.2096774193548,-0.207619687660014,0.0106352869611941,91.875,65.7125015258789,1,TRUE,9.40573176506599,0.577031151638043,0.820892757196919,952
"966",45.3064516129032,9.82486719150025,0.266858078215908,176.25,-77.1393966674805,1,FALSE,7.34906023307644,0.747020493960761,-0.923542058827501,966
"977",58.491935483871,-9.77600806451613,-0.149033291417004,153.75,-61.9033012390137,1,FALSE,-3.50097517653852,1.05756960004661,-0.782330867920609,977
"979",46.4516129032258,22.1550547235023,1.02527953312006,65.625,37.1422004699707,1,TRUE,14.7982809710507,0.624398355899412,0.495289214522328,979
"990",58.3870967741936,-2.86667946748592,-0.043686491243462,-24.375,-37.1422004699707,1,FALSE,-0.142805584734795,-0.2443297914389,-0.495289214522328,990
"1000",51.5,3.81977406554019,0.113347964789406,-174.375,67.6171035766602,1,FALSE,-4.81210340667294,-1.05858743327115,0.839444157726797,1000
"1003",62.5645161290323,-0.0755936379928315,0.00331722520495337,-31.875,-39.0470008850098,1,FALSE,3.04856871209847,-0.311607072454234,-0.519132647565433,1003
"1011",38.4193548387097,-12.3230366743472,-0.244901947876142,140.625,37.1422004699707,1,TRUE,6.76602290653457,1.34833847868134,0.495289214522328,1011
"1018",37.0887096774194,-19.5806483614951,-0.397971646433092,73.125,-69.5216979980469,1,FALSE,-16.6805182807701,0.412699443119776,-0.857469755400841,1018
"1022",60.6129032258064,2.36782674091142,0.0423495342088067,24.375,-39.0470008850098,1,FALSE,1.09695580887266,0.222576480324452,-0.519132647565433,1022
"1026",47.7096774193548,-6.66184715821812,-0.118057112142235,-3.75,-61.9033012390137,1,FALSE,-14.2832332410547,-0.0324407852775034,-0.782330867920609,1026
"1035",67.5645161290323,6.17071812596006,0.0969607579238234,-15,40.9516983032227,1,FALSE,9.06137545565073,-0.148732996880307,0.542735018565535,1035
"1038",28.991935483871,-8.08473822324628,-0.220833670219848,-95.625,44.761100769043,1,TRUE,-8.94319982496354,-0.866929390236532,0.589166220976401,1038
"1057",73.6693548387097,5.10950620839735,0.0741899840892906,-22.5,48.570499420166,1,FALSE,14.036470945127,-0.201288121877719,0.634471339984409,1057
"1065",58.7983870967742,2.84671178955453,0.0526151220448776,58.125,61.9033012390137,1,TRUE,8.69520415879125,0.395777580385541,0.782330867920609,1065
"1078",66.4112903225806,22.885882296467,0.467232561151926,165,73.3307037353516,1,FALSE,13.9509609137038,0.824739593115395,0.891800640782173,1078
"1089",63.0483870967742,1.75837013568869,0.0286779949625293,-43.125,-52.3799018859863,1,FALSE,-1.35264035138997,-0.359634494864154,-0.678530115022615,1089
"1096",70.8064516129032,9.78398777521762,0.154218945513512,-24.375,65.7125015258789,1,FALSE,13.5653713189845,-0.160616918497187,0.820892757196919,1096
"1098",21.3790322580645,-8.89839829749104,-0.307795136561253,116.25,44.761100769043,1,TRUE,-16.55610305077,1.03526519416596,0.589166220976401,1098
"1101",59.8629032258064,3.84869911674347,0.0693764853046508,-60,44.761100769043,1,FALSE,0.702139042872826,-0.547091362770627,0.589166220976401,1101
"1106",74.3951612903226,6.09673419098822,0.0869184247508441,-7.5,67.6171035766602,1,FALSE,18.0830578836496,-0.0509480582857773,0.839444157726797,1106
"1115",74.9354838709677,0.735682283666151,0.0100981533565196,116.25,0.952368021011353,1,TRUE,0.293402839122214,1.28114081796911,0.0130546246826355,1115
"1116",69.4435483870968,-2.29892953149002,-0.0303477812235959,18.75,-0.952368021011353,1,TRUE,-5.60857485882796,0.1978998011497,-0.0130546246826355,1116
"1131",69,0.414650537634401,0.00662172044004894,46.875,-58.0938987731934,1,FALSE,5.16666751401464,0.342188433487145,-0.741990864122612,1131
"1133",65.4435483870968,-2.80289298515106,-0.0397596248398608,97.5,-58.0938987731934,1,FALSE,1.61021590111141,0.719294054064814,-0.741990864122612,1133
"1146",60.6048387096774,-0.0166298643113194,0.00534142166998297,-58.125,4.76183986663818,1,TRUE,-3.2099269768084,-0.654851691350228,0.0652454745879316,1146
"1154",43.2661290322581,-5.39934555811572,-0.0760414653332186,-24.375,10.4760398864746,1,FALSE,-11.881204074124,-0.278347447908425,0.143296420772171,1154
"1177",64.4516129032258,18.6498447900666,0.360045501684429,114.375,-14.2854995727539,1,FALSE,11.3775108440909,1.23620978766504,-0.19504375364097,1177
"1182",29.6290322580645,-7.21410330261137,-0.14155948957279,11.25,12.3808002471924,1,TRUE,-16.7388746311757,0.112931110823178,0.169206601261541,1182
"1186",43.8064516129032,-5.80000160010241,-0.109263784665608,168.75,16.1902008056641,1,FALSE,-11.1409579821004,1.81856480776091,0.220797496835121,1186
"1193",56.258064516129,4.39783666154634,0.105041684207524,-22.5,0.952368021011353,1,FALSE,-0.510547327977501,-0.260394475196974,0.0130546246826355,1193
"1197",59.0241935483871,1.07950748847927,0.0237462708770773,166.875,-0.952368021011353,1,FALSE,2.40716223351307,1.84359288439457,-0.0130546246826355,1197
"1198",62.9354838709677,0.0469550051203314,0.0038753176058659,159.375,-0.952368021011353,1,FALSE,6.31845255609371,1.76026665233154,-0.0130546246826355,1198
